entry_id,kanji,kanji_info,reading,reading_nokanji,reading_info,pos,field,misc,dialect,gloss,sense_text,japanese_sentence,english_sentence
1001010,,,ウッカリ,f,,"adverb (fukushi), adverb taking the 'to' particle, noun or participle which takes the aux. verb suru",,onomatopoeic or mimetic word,,thoughtlessly,うっかり,うっかりそれを忘れるところだったわ。,I almost forgot all about that.
1001010,,,ウッカリ,f,,"adverb (fukushi), adverb taking the 'to' particle, noun or participle which takes the aux. verb suru",,onomatopoeic or mimetic word,,carelessly,うっかり,うっかりそれを忘れるところだったわ。,I almost forgot all about that.
1001010,,,うっかり,f,,"adverb (fukushi), adverb taking the 'to' particle, noun or participle which takes the aux. verb suru",,onomatopoeic or mimetic word,,inadvertently,うっかり,うっかりそれを忘れるところだったわ。,I almost forgot all about that.
1001010,,,うっかり,f,,"adverb (fukushi), adverb taking the 'to' particle, noun or participle which takes the aux. verb suru",,onomatopoeic or mimetic word,,thoughtlessly,うっかり,うっかりそれを忘れるところだったわ。,I almost forgot all about that.
1001010,,,うっかり,f,,"adverb (fukushi), adverb taking the 'to' particle, noun or participle which takes the aux. verb suru",,onomatopoeic or mimetic word,,carelessly,うっかり,うっかりそれを忘れるところだったわ。,I almost forgot all about that.
1000580,彼れ,rarely-used kanji form,あれ,f,,noun (common) (futsuumeishi),,"colloquial, euphemistic, word usually written using kana alone",,down there (i.e. one's genitals),アレ,アレが痛いんですよ、アレが。んー、何て言うの？コーガン？とにかく、男性の大事なものです。,"Down there hurts, down there. Er, what do you call them? Testicles? In any case
                    a male's 'important parts'.
                "
1000580,彼,rarely-used kanji form,あれ,f,,noun (common) (futsuumeishi),,"colloquial, euphemistic, word usually written using kana alone",,down there (i.e. one's genitals),アレ,アレが痛いんですよ、アレが。んー、何て言うの？コーガン？とにかく、男性の大事なものです。,"Down there hurts, down there. Er, what do you call them? Testicles? In any case
                    a male's 'important parts'.
                "
1000580,彼れ,rarely-used kanji form,アレ,f,search-only kana form,noun (common) (futsuumeishi),,"colloquial, euphemistic, word usually written using kana alone",,down there (i.e. one's genitals),アレ,アレが痛いんですよ、アレが。んー、何て言うの？コーガン？とにかく、男性の大事なものです。,"Down there hurts, down there. Er, what do you call them? Testicles? In any case
                    a male's 'important parts'.
                "
1000580,彼,rarely-used kanji form,アレ,f,search-only kana form,noun (common) (futsuumeishi),,"colloquial, euphemistic, word usually written using kana alone",,down there (i.e. one's genitals),アレ,アレが痛いんですよ、アレが。んー、何て言うの？コーガン？とにかく、男性の大事なものです。,"Down there hurts, down there. Er, what do you call them? Testicles? In any case
                    a male's 'important parts'.
                "
1000780,,,いじける,f,,"Ichidan verb, intransitive verb",,,,to become withdrawn,,,
1000780,,,いじける,f,,"Ichidan verb, intransitive verb",,,,to become warped,,,
1000780,,,いじける,f,,"Ichidan verb, intransitive verb",,,,to become contrary,,,
1000780,,,いじける,f,,"Ichidan verb, intransitive verb",,,,to become perverse,,,
1000730,行けない,search-only kanji form,いけない,f,,"expressions (phrases, clauses, etc.), adjective (keiyoushi)",,word usually written using kana alone,,lest ...,いけない,道に迷うといけないから、地図をもって行きなさい。,Take a map with you in case you get lost.
1000730,行けない,search-only kanji form,いけない,f,,"expressions (phrases, clauses, etc.), adjective (keiyoushi)",,word usually written using kana alone,,for fear that ...,いけない,道に迷うといけないから、地図をもって行きなさい。,Take a map with you in case you get lost.
1000730,行けない,search-only kanji form,いけない,f,,"expressions (phrases, clauses, etc.), adjective (keiyoushi)",,word usually written using kana alone,,in case ...,いけない,道に迷うといけないから、地図をもって行きなさい。,Take a map with you in case you get lost.
1000730,行けない,search-only kanji form,いけない,f,,"expressions (phrases, clauses, etc.), adjective (keiyoushi)",,word usually written using kana alone,,so that ... (won't),いけない,道に迷うといけないから、地図をもって行きなさい。,Take a map with you in case you get lost.
1000730,行けない,search-only kanji form,いけない,f,,"expressions (phrases, clauses, etc.), adjective (keiyoushi)",,word usually written using kana alone,,so as not to ...,いけない,道に迷うといけないから、地図をもって行きなさい。,Take a map with you in case you get lost.
1000970,,,ウジャウジャ,f,,"adverb (fukushi), adverb taking the 'to' particle, noun or participle which takes the aux. verb suru",,onomatopoeic or mimetic word,,in clusters,ウジャウジャ,アイドルのコンサート会場に、追っかけのファンがウジャウジャ集まっていた。,"At the pop star's concert the fans were swarming around the foot of the stage.
                "
1000970,,,ウジャウジャ,f,,"adverb (fukushi), adverb taking the 'to' particle, noun or participle which takes the aux. verb suru",,onomatopoeic or mimetic word,,in swarms,ウジャウジャ,アイドルのコンサート会場に、追っかけのファンがウジャウジャ集まっていた。,"At the pop star's concert the fans were swarming around the foot of the stage.
                "
1000970,,,うじゃうじゃ,f,,"adverb (fukushi), adverb taking the 'to' particle, noun or participle which takes the aux. verb suru",,onomatopoeic or mimetic word,,in clusters,ウジャウジャ,アイドルのコンサート会場に、追っかけのファンがウジャウジャ集まっていた。,"At the pop star's concert the fans were swarming around the foot of the stage.
                "
1000970,,,うじゃうじゃ,f,,"adverb (fukushi), adverb taking the 'to' particle, noun or participle which takes the aux. verb suru",,onomatopoeic or mimetic word,,in swarms,ウジャウジャ,アイドルのコンサート会場に、追っかけのファンがウジャウジャ集まっていた。,"At the pop star's concert the fans were swarming around the foot of the stage.
                "
1000280,論う,,あげつらう,f,,"Godan verb with 'u' ending, transitive verb",,,,to criticise,あげつらう,"彼はいろいろ他人の欠点をあげつらうのにうんざりしてしまった。そこで彼らの言うことは何でも、たとえどんなにくだらなくてもそのまま認めることにしている。
                ","He got tired of being the devil's advocate and now agrees with every idea they
                    suggest, no matter how dumb.
                "
1000280,論う,,あげつらう,f,,"Godan verb with 'u' ending, transitive verb",,,,to criticize,あげつらう,"彼はいろいろ他人の欠点をあげつらうのにうんざりしてしまった。そこで彼らの言うことは何でも、たとえどんなにくだらなくてもそのまま認めることにしている。
                ","He got tired of being the devil's advocate and now agrees with every idea they
                    suggest, no matter how dumb.
                "
1000280,論う,,あげつらう,f,,"Godan verb with 'u' ending, transitive verb",,,,to find fault with,あげつらう,"彼はいろいろ他人の欠点をあげつらうのにうんざりしてしまった。そこで彼らの言うことは何でも、たとえどんなにくだらなくてもそのまま認めることにしている。
                ","He got tired of being the devil's advocate and now agrees with every idea they
                    suggest, no matter how dumb.
                "
1000730,行けない,search-only kanji form,いけない,f,,"expressions (phrases, clauses, etc.), adjective (keiyoushi)",,word usually written using kana alone,,beyond hope,,,
1000730,行けない,search-only kanji form,いけない,f,,"expressions (phrases, clauses, etc.), adjective (keiyoushi)",,word usually written using kana alone,,hopeless,,,
1000910,厭に,,いやに,f,,adverb (fukushi),,word usually written using kana alone,,terribly,,,
1000910,厭に,,いやに,f,,adverb (fukushi),,word usually written using kana alone,,awfully,,,
1000910,嫌に,,いやに,f,,adverb (fukushi),,word usually written using kana alone,,terribly,,,
1000910,嫌に,,いやに,f,,adverb (fukushi),,word usually written using kana alone,,awfully,,,
1000230,明かん,rarely-used kanji form,アカン,t,,"expressions (phrases, clauses, etc.)",,word usually written using kana alone,Kansai-ben,hopeless,,,
1000230,明かん,rarely-used kanji form,アカン,t,,"expressions (phrases, clauses, etc.)",,word usually written using kana alone,Kansai-ben,no good,,,
1000230,明かん,rarely-used kanji form,アカン,t,,"expressions (phrases, clauses, etc.)",,word usually written using kana alone,Kansai-ben,useless,,,
1000230,明かん,rarely-used kanji form,あかん,f,,"expressions (phrases, clauses, etc.)",,word usually written using kana alone,Kansai-ben,hopeless,,,
1000230,明かん,rarely-used kanji form,あかん,f,,"expressions (phrases, clauses, etc.)",,word usually written using kana alone,Kansai-ben,no good,,,
1000230,明かん,rarely-used kanji form,あかん,f,,"expressions (phrases, clauses, etc.)",,word usually written using kana alone,Kansai-ben,useless,,,
1000320,彼所,rarely-used kanji form,あそこ,f,,noun (common) (futsuumeishi),,word usually written using kana alone,,that point,,,
1000320,彼所,rarely-used kanji form,あそこ,f,,noun (common) (futsuumeishi),,word usually written using kana alone,,that much,,,
1000320,彼所,rarely-used kanji form,あそこ,f,,noun (common) (futsuumeishi),,word usually written using kana alone,,that far,,,
1000320,彼処,rarely-used kanji form,あそこ,f,,noun (common) (futsuumeishi),,word usually written using kana alone,,that point,,,
1000320,彼処,rarely-used kanji form,あそこ,f,,noun (common) (futsuumeishi),,word usually written using kana alone,,that much,,,
1000320,彼処,rarely-used kanji form,あそこ,f,,noun (common) (futsuumeishi),,word usually written using kana alone,,that far,,,
1000320,彼所,rarely-used kanji form,あすこ,f,,noun (common) (futsuumeishi),,word usually written using kana alone,,that point,,,
1000320,彼所,rarely-used kanji form,あすこ,f,,noun (common) (futsuumeishi),,word usually written using kana alone,,that much,,,
1000320,彼所,rarely-used kanji form,あすこ,f,,noun (common) (futsuumeishi),,word usually written using kana alone,,that far,,,
1000320,彼処,rarely-used kanji form,あすこ,f,,noun (common) (futsuumeishi),,word usually written using kana alone,,that point,,,
1000320,彼処,rarely-used kanji form,あすこ,f,,noun (common) (futsuumeishi),,word usually written using kana alone,,that much,,,
1000320,彼処,rarely-used kanji form,あすこ,f,,noun (common) (futsuumeishi),,word usually written using kana alone,,that far,,,
1000320,彼所,rarely-used kanji form,あしこ,f,out-dated or obsolete kana usage,noun (common) (futsuumeishi),,word usually written using kana alone,,that point,,,
1000320,彼所,rarely-used kanji form,あしこ,f,out-dated or obsolete kana usage,noun (common) (futsuumeishi),,word usually written using kana alone,,that much,,,
1000320,彼所,rarely-used kanji form,あしこ,f,out-dated or obsolete kana usage,noun (common) (futsuumeishi),,word usually written using kana alone,,that far,,,
1000320,彼処,rarely-used kanji form,あしこ,f,out-dated or obsolete kana usage,noun (common) (futsuumeishi),,word usually written using kana alone,,that point,,,
1000320,彼処,rarely-used kanji form,あしこ,f,out-dated or obsolete kana usage,noun (common) (futsuumeishi),,word usually written using kana alone,,that much,,,
1000320,彼処,rarely-used kanji form,あしこ,f,out-dated or obsolete kana usage,noun (common) (futsuumeishi),,word usually written using kana alone,,that far,,,
1000320,彼所,rarely-used kanji form,あこ,f,out-dated or obsolete kana usage,noun (common) (futsuumeishi),,word usually written using kana alone,,that point,,,
1000320,彼所,rarely-used kanji form,あこ,f,out-dated or obsolete kana usage,noun (common) (futsuumeishi),,word usually written using kana alone,,that much,,,
1000320,彼所,rarely-used kanji form,あこ,f,out-dated or obsolete kana usage,noun (common) (futsuumeishi),,word usually written using kana alone,,that far,,,
1000320,彼処,rarely-used kanji form,あこ,f,out-dated or obsolete kana usage,noun (common) (futsuumeishi),,word usually written using kana alone,,that point,,,
1000320,彼処,rarely-used kanji form,あこ,f,out-dated or obsolete kana usage,noun (common) (futsuumeishi),,word usually written using kana alone,,that much,,,
1000320,彼処,rarely-used kanji form,あこ,f,out-dated or obsolete kana usage,noun (common) (futsuumeishi),,word usually written using kana alone,,that far,,,
1000320,彼所,rarely-used kanji form,アソコ,t,,noun (common) (futsuumeishi),,word usually written using kana alone,,that point,,,
1000320,彼所,rarely-used kanji form,アソコ,t,,noun (common) (futsuumeishi),,word usually written using kana alone,,that much,,,
1000320,彼所,rarely-used kanji form,アソコ,t,,noun (common) (futsuumeishi),,word usually written using kana alone,,that far,,,
1000320,彼処,rarely-used kanji form,アソコ,t,,noun (common) (futsuumeishi),,word usually written using kana alone,,that point,,,
1000320,彼処,rarely-used kanji form,アソコ,t,,noun (common) (futsuumeishi),,word usually written using kana alone,,that much,,,
1000320,彼処,rarely-used kanji form,アソコ,t,,noun (common) (futsuumeishi),,word usually written using kana alone,,that far,,,
1000320,彼所,rarely-used kanji form,かしこ,f,,noun (common) (futsuumeishi),,word usually written using kana alone,,that point,,,
1000320,彼所,rarely-used kanji form,かしこ,f,,noun (common) (futsuumeishi),,word usually written using kana alone,,that much,,,
1000320,彼所,rarely-used kanji form,かしこ,f,,noun (common) (futsuumeishi),,word usually written using kana alone,,that far,,,
1000320,彼処,rarely-used kanji form,かしこ,f,,noun (common) (futsuumeishi),,word usually written using kana alone,,that point,,,
1000320,彼処,rarely-used kanji form,かしこ,f,,noun (common) (futsuumeishi),,word usually written using kana alone,,that much,,,
1000320,彼処,rarely-used kanji form,かしこ,f,,noun (common) (futsuumeishi),,word usually written using kana alone,,that far,,,
1001040,,,ウネウネ,f,,"adverb (fukushi), adverb taking the 'to' particle, noun or participle which takes the aux. verb suru",,onomatopoeic or mimetic word,,tortuously,ウネウネ,さっきからやたらウネウネした道を進んでいる。,I'm getting tired of driving on this winding road.
1001040,,,ウネウネ,f,,"adverb (fukushi), adverb taking the 'to' particle, noun or participle which takes the aux. verb suru",,onomatopoeic or mimetic word,,sinuously,ウネウネ,さっきからやたらウネウネした道を進んでいる。,I'm getting tired of driving on this winding road.
1001040,,,ウネウネ,f,,"adverb (fukushi), adverb taking the 'to' particle, noun or participle which takes the aux. verb suru",,onomatopoeic or mimetic word,,in twists and turns,ウネウネ,さっきからやたらウネウネした道を進んでいる。,I'm getting tired of driving on this winding road.
1001040,,,ウネウネ,f,,"adverb (fukushi), adverb taking the 'to' particle, noun or participle which takes the aux. verb suru",,onomatopoeic or mimetic word,,zig-zag,ウネウネ,さっきからやたらウネウネした道を進んでいる。,I'm getting tired of driving on this winding road.
1001040,,,ウネウネ,f,,"adverb (fukushi), adverb taking the 'to' particle, noun or participle which takes the aux. verb suru",,onomatopoeic or mimetic word,,zigzagging,ウネウネ,さっきからやたらウネウネした道を進んでいる。,I'm getting tired of driving on this winding road.
1001040,,,ウネウネ,f,,"adverb (fukushi), adverb taking the 'to' particle, noun or participle which takes the aux. verb suru",,onomatopoeic or mimetic word,,meandering,ウネウネ,さっきからやたらウネウネした道を進んでいる。,I'm getting tired of driving on this winding road.
1001040,,,ウネウネ,f,,"adverb (fukushi), adverb taking the 'to' particle, noun or participle which takes the aux. verb suru",,onomatopoeic or mimetic word,,winding,ウネウネ,さっきからやたらウネウネした道を進んでいる。,I'm getting tired of driving on this winding road.
1001040,,,うねうね,f,,"adverb (fukushi), adverb taking the 'to' particle, noun or participle which takes the aux. verb suru",,onomatopoeic or mimetic word,,tortuously,ウネウネ,さっきからやたらウネウネした道を進んでいる。,I'm getting tired of driving on this winding road.
1001040,,,うねうね,f,,"adverb (fukushi), adverb taking the 'to' particle, noun or participle which takes the aux. verb suru",,onomatopoeic or mimetic word,,sinuously,ウネウネ,さっきからやたらウネウネした道を進んでいる。,I'm getting tired of driving on this winding road.
1001040,,,うねうね,f,,"adverb (fukushi), adverb taking the 'to' particle, noun or participle which takes the aux. verb suru",,onomatopoeic or mimetic word,,in twists and turns,ウネウネ,さっきからやたらウネウネした道を進んでいる。,I'm getting tired of driving on this winding road.
1001040,,,うねうね,f,,"adverb (fukushi), adverb taking the 'to' particle, noun or participle which takes the aux. verb suru",,onomatopoeic or mimetic word,,zig-zag,ウネウネ,さっきからやたらウネウネした道を進んでいる。,I'm getting tired of driving on this winding road.
1001040,,,うねうね,f,,"adverb (fukushi), adverb taking the 'to' particle, noun or participle which takes the aux. verb suru",,onomatopoeic or mimetic word,,zigzagging,ウネウネ,さっきからやたらウネウネした道を進んでいる。,I'm getting tired of driving on this winding road.
1001040,,,うねうね,f,,"adverb (fukushi), adverb taking the 'to' particle, noun or participle which takes the aux. verb suru",,onomatopoeic or mimetic word,,meandering,ウネウネ,さっきからやたらウネウネした道を進んでいる。,I'm getting tired of driving on this winding road.
1001040,,,うねうね,f,,"adverb (fukushi), adverb taking the 'to' particle, noun or participle which takes the aux. verb suru",,onomatopoeic or mimetic word,,winding,ウネウネ,さっきからやたらウネウネした道を進んでいる。,I'm getting tired of driving on this winding road.
1000060,々,,のま,f,,unclassified,,,,kanji repetition mark,,,
1000060,々,,ノマ,t,,unclassified,,,,kanji repetition mark,,,
1000900,,,いびる,f,,"Godan verb with 'ru' ending, transitive verb",,,,to tease,いびらないで,私をいびらないで。,"Don't pick on me, please."
1000900,,,いびる,f,,"Godan verb with 'ru' ending, transitive verb",,,,to pick on,いびらないで,私をいびらないで。,"Don't pick on me, please."
1000450,彼の方,,あのかた,f,,pronoun,,honorific or respectful (sonkeigo) language,,she,あの方,あの方たちに大変うれしいです。,I am very pleased to meet them.
1000450,彼の方,,あのかた,f,,pronoun,,honorific or respectful (sonkeigo) language,,he,あの方,あの方たちに大変うれしいです。,I am very pleased to meet them.
1000450,彼の方,,あのかた,f,,pronoun,,honorific or respectful (sonkeigo) language,,that lady,あの方,あの方たちに大変うれしいです。,I am very pleased to meet them.
1000450,彼の方,,あのかた,f,,pronoun,,honorific or respectful (sonkeigo) language,,that gentleman,あの方,あの方たちに大変うれしいです。,I am very pleased to meet them.
